Time,GradE,LanE,LapC,dLan,TE,Chi,Phi_0P,Phi_1P,Phi_2P,Phi_3P,Phi_4P,Phi_5P,GradE_P,LanE_P,TE_P,LapC_P,dLan_P,Chi_P,Phi_0M,Phi_1M,Phi_2M,Phi_3M,Phi_4M,Phi_5M,GradE_M,LanE_M,TE_M,LapC_M,dLan_M,Chi_M
0.0,0.060682094052642715,0.24235734180243157,0.0929648295541217,0.07111425499759706,0.2424180238964842,0.0928937152991241,0.28,0.01836893212641492,0.0015611865055773456,0.00014716961469705885,1.4677523222646435e-05,1.5168830197925511e-06,0.026822346667726402,0.06922307612801593,0.06924989847468366,-0.39402922215829456,-0.01822176248971794,-0.017827733267559643,0.72,-0.0915953814048909,0.013921255095248651,-0.002259363917734003,0.0003795728881600668,-6.515659467034609e-05,0.03385974738491632,0.17313426567441553,0.17316812542180046,0.48699405171241633,0.08933601748731503,0.08884902343560261
0.01,0.06175958388305519,0.2422094479240766,0.040208394174205665,0.07176945071249435,0.24227120750795963,0.04013662472349317,0.28,0.018547794670167716,0.0015914748901232204,0.00015143928911200553,1.5243797271209275e-05,1.589867985263815e-06,0.027236251460167626,0.06920807350425473,0.0692353097557149,-0.46211289801604843,-0.01839635535347042,-0.01793424245545437,0.72,-0.09249193845083016,0.014194545281465668,-0.002326132384817723,0.0003945882422192253,-6.839195848288837e-05,0.03452333242288758,0.17300137441982177,0.17303589775224465,0.5023212921902542,0.09016580606596479,0.08966348477377453
0.02,0.06288631933449976,0.24205880986990935,0.020713995851022807,0.07242943893866392,0.24212169618924384,0.02064156641208414,0.28,0.018728368136538193,0.0016223483958650346,0.00015583318202640659,1.5832094821316475e-05,1.6664084860607883e-06,0.02768593406174332,0.06919278382577153,0.06922046975983327,-0.4904963251987315,-0.018572534928692524,-0.01808203860349379,0.72,-0.0933968063016402,0.014473041792325482,-0.002394832434344651,0.0004101877612034399,-7.178577466473708e-05,0.03520038527275641,0.17286602604413792,0.17290122642941066,0.5112103210497545,0.09100197386735642,0.09049076354630667
0.03,0.06404790828789114,0.2419053816915243,0.012232198741455334,0.07309421711547574,0.2419694295998122,0.012159104524339858,0.28,0.018910668007173656,0.001653817470121343,0.0001603546395541885,1.6443211708761096e-05,1.746665998874083e-06,0.028157155158730365,0.06917720206786546,0.06920535922302419,-0.5057700152089638,-0.018750313344142486,-0.01824454332893352,0.72,-0.09431004833847535,0.01475683754336233,-0.0024655178790512823,0.00042639358136047144,-7.534564807546076e-05,0.03589075312916079,0.17272817962365883,0.17276407037678798,0.5180022139504191,0.09184453045961824,0.09132652824566782
0.04,0.06523990152071268,0.24174911672440397,0.008014090966338386,0.07376378141997564,0.24181435662592468,0.007940327184918411,0.28,0.019094709879363455,0.001685893000894638,0.00016500719127942394,1.7077995213646766e-05,1.8308139221955833e-06,0.028645356635844287,0.06916132299835517,0.06918996835499101,-0.5159998226801596,-0.018929702666455734,-0.018413702843775574,0.72,-0.09523172801990291,0.0150460268701732,-0.0025382439337788263,0.00044322864454240615,-7.907953834216945e-05,0.0365945448848684,0.1725877937260489,0.17262438827093377,0.5240139136464981,0.09269348408643138,0.09216947017278489
0.05,0.0664603656557213,0.24158996765462762,0.005675159033726694,0.07443812668288913,0.24165642802028334,0.005600720907043805,0.28,0.019280509465775048,0.0017185861834893377,0.00016979450467336163,1.773733386466866e-05,1.919035721360846e-06,0.02914842730449388,0.06914514124172069,0.06917428966902518,-0.5240358120380663,-0.019110714940843584,-0.018586679128805517,0.72,-0.09616190886817529,0.015340705536505315,-0.00261306724484392,0.00046071672463910324,-8.2995775404753e-05,0.03731193835122743,0.172444826412907,0.17248213835125822,0.5297109710717931,0.09354884162373274,0.09301913065266094
0.06,0.06770836370880795,0.24142788654220987,0.004258236126050814,0.07511724633049263,0.24149559490591868,0.004183118879720321,0.28,0.01946808259431779,0.0017519084762316148,0.00017472037123372947,1.842215479039075e-05,2.011524574425924e-06,0.029665222876368774,0.06912865130058106,0.06915831652345743,-0.5310223009894391,-0.019293362203849515,-0.018762339902860074,0.72,-0.09710065445504952,0.015640970744392187,-0.002690045921189462,0.000478882455300602,-8.710307586461809e-05,0.03804314083243911,0.17229923524162893,0.17233727838246138,0.5352805371154902,0.09441060853434215,0.09387532799722666
0.07,0.06898345628830911,0.24126282483230507,0.003336586836290456,0.07580113233339045,0.24133180828859338,0.003260785703957066,0.28,0.019657445208052106,0.0017858715816865458,0.00017978870165509338,1.9133423219812797e-05,2.1084834489469696e-06,0.030195080086353493,0.06911184756496103,0.06914204264504738,-0.5374697360879336,-0.019477656487941936,-0.018940186751854004,0.72,-0.09804802838714001,0.015946921144617647,-0.002769239566361429,0.0004977513586119287,-9.141056005084878e-05,0.038788376201955604,0.17215097726734402,0.17218976564354596,0.5408063229242241,0.09527878882133237,0.09473798249840815
0.08,0.07028548763984506,0.2410947333618208,0.0027022578351224985,0.0764897751576763,0.24116501884946065,0.0026257680599648223,0.28,0.019848613365109794,0.0018204874380339292,0.00018500352459920215,1.9872142850102683e-05,2.2101253576066837e-06,0.030737608262199744,0.06909472431669493,0.06912546192495712,-0.5436271269211604,-0.0196636098226591,-0.01911998269573794,0.72,-0.09900409429079321,0.016258656847074372,-0.0028507093110772966,0.0005173498746526114,-9.592776980202786e-05,0.03954787937764533,0.17200000904512586,0.1720395569245035,0.5463293847562831,0.09615338498033539,0.09560705559557911
0.09,0.07161447842302471,0.24092356236405282,0.002245730145596883,0.07718316371684268,0.24099517684247584,0.0021685469818800403,0.28,0.020041603238607705,0.0018557682153306349,0.00019036898721496213,2.063935664892326e-05,2.3166737086779352e-06,0.03129258485311938,0.06907727573149633,0.06910856831634944,-0.5496258633159292,-0.019851234234013946,-0.019301608370698015,0.72,-0.09996891579647589,0.01657627943085106,-0.0029345178463001513,0.000537705391928535,-0.00010066468697972472,0.04032189356990539,0.17184628663255652,0.17188660852612642,0.551871593461526,0.09703439795085664,0.09648252635739511
