Time,GradE,LanE,LapC,dLan,TE,Chi,Phi_0P,Phi_1P,Phi_2P,Phi_3P,Phi_4P,Phi_5P,GradE_P,LanE_P,TE_P,LapC_P,dLan_P,Chi_P,Phi_0M,Phi_1M,Phi_2M,Phi_3M,Phi_4M,Phi_5M,GradE_M,LanE_M,TE_M,LapC_M,dLan_M,Chi_M
0.0,0.1649356056566432,0.2316719220358448,0.11293700569281562,0.08344044644855031,0.23183685764150144,0.11285356524636707,0.33,0.041184563603375746,0.0065091795620046125,0.0011353619912085559,0.00020893703593661915,3.9774461330214944e-05,0.0751254361453484,0.07929764447797696,0.07937276991412232,-0.6665849592633437,-0.04004920153770788,-0.03938261657844454,0.67,-0.13148228656226243,0.03130985373253416,-0.007992638573922503,0.0021168176965407947,-0.0005736825161934837,0.0898101695112947,0.15237427755786787,0.15246408772737916,0.7795219649561596,0.12348964798625822,0.12271012602130206
0.01,0.16784766780635943,0.23133765964682623,0.04882253435115956,0.08408876250067458,0.2315055073146326,0.048738445588658884,0.33,0.041580434803065384,0.006633809841489713,0.0011678942377007031,0.00021690859660251024,4.166992726651385e-05,0.07635315185431343,0.07923732222839917,0.07931367538025348,-0.7603483940464324,-0.040412540472158365,-0.03965219207811193,0.67,-0.13271904538399312,0.03189754297551209,-0.00821774240759294,0.0021964356247335475,-0.0006007178067845329,0.09149451595204584,0.1521003374184271,0.15219183193437916,0.8091709283975919,0.12450130297283293,0.12369213204443534
0.02,0.17086659565626686,0.23099793548025543,0.025135822599520047,0.0847384925820404,0.2311688020759117,0.025051084106938005,0.33,0.04197988372957815,0.006760750003311425,0.0012013393980099144,0.0002251800960657245,4.3654915294024715e-05,0.07765472078865876,0.07917592002235488,0.07925357474314354,-0.8002055385697768,-0.04077854424450399,-0.039978338705934216,0.67,-0.13396587923340147,0.03249542914788004,-0.0084488424039731,0.002278920127363067,-0.0006289818929794734,0.09321187486760807,0.1518220154579005,0.1519152273327681,0.8253413611692971,0.1255170368265444,0.12469169546537509
0.03,0.17396492513034342,0.23065268400260866,0.014832345691916729,0.0853895299022748,0.230826648927739,0.014746956162014454,0.33,0.04238293623480435,0.00689003853295699,0.001235721199984534,0.00023376213490114108,4.573343043008685e-05,0.07900391036924106,0.0791134212672419,0.07919242517761114,-0.8222740478899693,-0.041147214955799545,-0.04032494090790958,0.67,-0.1352228270347674,0.0331036581119758,-0.008686082174655635,0.0023643671654190526,-0.000658527617889909,0.09496101476110225,0.15153926273536666,0.15163422375012778,0.8371063935818859,0.12653674485807437,0.12569963846449247
0.04,0.1771342059638143,0.230301839521494,0.00970954325085388,0.08604176471091708,0.23047897372745782,0.009623501486142964,0.33,0.04278961817500536,0.007021714923737524,0.0012710642578578778,0.00024266581153575248,4.7909703035593945e-05,0.08039236832081256,0.07904980899101104,0.07913020135933185,-0.8375081736775706,-0.04151855384448214,-0.040681045670804564,0.67,-0.1364899266192373,0.033722376704712446,-0.00892960806250359,0.002452875531357277,-0.0006894099124416354,0.09674183764300172,0.15125203053048292,0.1513487723681259,0.8472177169284246,0.1275603185553992,0.1267131008384708
0.05,0.18037080341427295,0.22994533633680728,0.006869667200981783,0.08669508412600474,0.23012570714022154,0.006782972116855778,0.33,0.04319995540339496,0.007155819426717205,0.0013073939207047637,0.00025190266339927337,5.018817097658113e-05,0.08181626766562163,0.07898506595248757,0.07906688222015319,-0.8497779749405352,-0.041892561414756474,-0.04104278343981594,0.67,-0.13776721468609035,0.03435173268226121,-0.009179569144561826,0.002544546901801498,-0.0007216858609627647,0.09855453574865145,0.1509602703843196,0.15105882492006825,0.856647642141517,0.12858764554076121,0.1277309978986197
0.06,0.18367299019704025,0.22958310881843746,0.0051496951785448275,0.0873493720502531,0.2297667818086345,0.0050623458064945745,0.33,0.043613973763059234,0.007292392965356145,0.0013447362282932222,0.0002614846549451842,5.257347892591597e-05,0.08327357160054762,0.07891917468105498,0.07900244825265554,-0.8606370696078562,-0.042269237470391845,-0.041408600400783986,0.67,-0.139054726763505,0.03499187467314666,-0.009436117242563836,0.0026394858958237208,-0.0007554147710216379,0.10039941859649261,0.15066393413738235,0.15076433355597885,0.8657867647864013,0.12961860952064494,0.12875282275585853
0.07,0.1870399905953255,0.22921509146372912,0.00403118814683022,0.08800450911379984,0.22940213145432445,0.00394318363771642,0.33,0.04403169907993611,0.00743147709720868,0.0013831178974964369,0.00027142417907790304,5.507048266052588e-05,0.08476313455290312,0.07885211749616217,0.07893688063071506,-0.8707784111304506,-0.042648581120801936,-0.041777802709671484,0.67,-0.140352497168813,0.035642952132266315,-0.009699406934320661,0.0027378001348004953,-0.0007906582455598343,0.10227685604242243,0.15036297396756687,0.1504652508236093,0.8748095992772809,0.13065309023460178,0.1297782806353245
0.08,0.1904715699242424,0.2288412189475931,0.003261539528935903,0.08866037262900116,0.22903169051751734,0.003172879156306902,0.33,0.04445315715573851,0.00757311399424095,0.0014225663208354417,0.0002817340640205424,5.7684255488504734e-05,0.08628431615624338,0.07878387651888191,0.07887016083503816,-0.880540038921828,-0.04303059077541019,-0.04215005073648836,0.67,-0.14166055896824464,0.03630511529398995,-0.009969595564302929,0.002839600302824901,-0.0008274802568408831,0.10418725376799903,0.15005734242871116,0.15016152968247917,0.883801578450764,0.13169096340441133,0.13080716182596056
0.09,0.19396782851859684,0.2284614261697229,0.0027077317698494946,0.08931683655208277,0.2286553939982415,0.002618414933297412,0.33,0.044878373760761196,0.007717346431968858,0.001463109570854479,0.00029242758292655105,6.0420095848522974e-05,0.08783678757762733,0.07871443367974464,0.07880227046732226,-0.8901003448190469,-0.0434152641321197,-0.04252516378730065,0.67,-0.14297894393617416,0.036978515123676545,-0.010246843252769597,0.0029450002072664116,-0.0008659472220349538,0.10613104094096941,0.14974699248997822,0.1498531235309192,0.8928080765888966,0.13273210068420246,0.13183929260761357
0.1,0.19752908763558907,0.22807564830081947,0.0022947834810277817,0.08997377144940925,0.22827317738845507,0.0022048097095783725,0.33,0.04530737462653868,0.007864217783228707,0.0015047764076565925,0.0003035184651024869,6.32835356867714e-05,0.08942042428743127,0.0786437707246588,0.07873319114894624,-0.8995602536127737,-0.0438025981624653,-0.04290303790885253,0.67,-0.14430768251387938,0.03766330326730311,-0.010531312903107937,0.003054116839249401,-0.0009061280803448548,0.10810866334815779,0.1494318775761607,0.14953998623950884,0.9018550370938017,0.1337763696118746,0.1328745145747808
0.11,0.20115582170763302,0.22768382082875768,0.0019778615706788766,0.090631044467332,0.2278849766504653,0.0018872305262115445,0.33,0.04574018543833371,0.008013772014533009,0.0015475962883001791,0.0003150209082975086,6.62803494271552e-05,0.09103524241976252,0.07857186921980555,0.07866290446222532,-0.9089804543801121,-0.044192589094723504,-0.04328360864034339,0.67,-0.14564680376782974,0.03835963199903807,-0.010823170207165979,0.0031670704338850083,-0.0009480943716072399,0.11012057928787045,0.1491119516089521,0.14922207218823996,0.9109583159507909,0.13482363356205554,0.13391267524610476
0.12,0.20484861590536838,0.22728587960518631,0.0017287830748487776,0.09128851930511601,0.22749072822109168,0.0016374945555436616,0.33,0.04617683182744244,0.008166053683914728,0.0015915993773636603,0.00032694959177358786,6.941656344253135e-05,0.09268135893689428,0.07849871055598381,0.0785913919149207,-0.91839942005416,-0.04458523239566406,-0.0436668329756099,0.67,-0.14699633534752052,0.039067654166652865,-0.011122583648409025,0.003283984530116332,-0.000991920316312305,0.11216725696847413,0.1487871690492025,0.14889933630617097,0.920128203129009,0.13587375170078012,0.1349536234976511
0.13,0.20860813837767558,0.22688176089284412,0.0015290728083828947,0.09194605619072144,0.2270903690312218,0.0014371267521921733,0.33,0.04661733936330694,0.008321107939630965,0.0016368165582821156,0.00033931968999628557,7.269846597954063e-05,0.09435896559823051,0.07842427595268142,0.07851863491827965,-0.9278426747738241,-0.044980522751332526,-0.0440526800765587,0.67,-0.14835630344287265,0.039787523134697536,-0.011429724502755836,0.0034049860300462836,-0.0010376828969867425,0.11424917277944503,0.1484574849401627,0.14857173411294214,0.929371747582207,0.1369265789420539,0.1359972071944717
0.14,0.21243512142326013,0.22647140141375233,0.001366188187301394,0.0926035118593577,0.2266838365351756,0.0012735846754420362,0.33,0.04706173354542757,0.008478980519344212,0.0016832794452158843,0.0003521468868518758,7.613261751305044e-05,0.09606831133092193,0.07834854646203877,0.0784446147733697,-0.9373278331600856,-0.04537845404709804,-0.044441126213937955,0.67,-0.1497267327412175,0.040519392725382714,-0.011744766836961804,0.00353020525761983,-0.0010854619408825318,0.11636681009233828,0.1481228549517135,0.14823922176180584,0.9386940213473868,0.1379819659064557,0.13704327188510831
