Time,GradE,LanE,LapC,dLan,TE,Chi,Phi_0P,Phi_1P,Phi_2P,Phi_3P,Phi_4P,Phi_5P,GradE_P,LanE_P,TE_P,LapC_P,dLan_P,Chi_P,Phi_0M,Phi_1M,Phi_2M,Phi_3M,Phi_4M,Phi_5M,GradE_M,LanE_M,TE_M,LapC_M,dLan_M,Chi_M
0.0,0.2917869828767911,0.21471508945764325,-0.20873988574744007,-0.14129877222785747,0.21500687644052005,-0.20859858697521222,0.72,0.2032174749977223,0.06801673197300183,0.02429774153073807,0.008982863376859166,0.0033927508724301567,0.1605068553042671,0.14823734985771367,0.14839785671301794,-1.0716838032228666,-0.1789197334692475,-0.17784804966602463,0.28,-0.039093332830861076,0.007203744560520404,-0.001472371353038211,0.00031844752085769006,-7.138023977143045e-05,0.13128012757252389,0.06647773959992961,0.06660901972750213,0.8629439174754265,0.037620961241390034,0.03675801732391461
0.01,0.2965090379451876,0.21413553405196076,-0.0902146681737035,-0.14212795174088788,0.21443204308990593,-0.09007254022196261,0.72,0.2050070228966371,0.06920311530040248,0.024930705116412943,0.009294345488715846,0.0035397833277336895,0.1633378251664033,0.14772202872197743,0.14788536654714382,-1.1048806749818494,-0.18007631778055402,-0.17897143710557217,0.28,-0.039461601214237044,0.0073380684729687255,-0.001513234879058883,0.00033015826600459584,-7.46442392310587e-05,0.13317121277878438,0.06641350532998334,0.06654667654276213,1.014666006808146,0.037948366039666205,0.036933700032858056
0.02,0.30145075864739157,0.21354861040067216,-0.046430635575163914,-0.14295183341049833,0.21385006115931957,-0.04628768374175342,0.72,0.20680799258723126,0.07040696934016837,0.025578313475196818,0.009615674292094735,0.0036927195116209727,0.1662160864767809,0.14720043390293927,0.14736664998941607,-1.1242281690511446,-0.1812296791135967,-0.18010545094454555,0.28,-0.03983305257253134,0.007474794422981277,-0.0015552065938847647,0.00034229483701189245,-7.805712600028649e-05,0.1352346721706107,0.06634817649773288,0.06648341116990349,1.0777975334759806,0.038277845703098334,0.03720004816962236
0.03,0.30653941133230217,0.21295429570451896,-0.02738726121773427,-0.14377012675946738,0.21326083511585125,-0.027243491090974802,0.72,0.20862034776625035,0.07162844231638796,0.026240827033606622,0.009947112183226454,0.0038517683737684253,0.16914032230787296,0.1466725568876124,0.14684169720992027,-1.139069108948398,-0.18237952073567254,-0.18124045162672414,0.28,-0.040207706485696645,0.007613957756483339,-0.0015983122599638314,0.0003548707806909898,-8.162491834082972e-05,0.13739908902442918,0.06628173881690654,0.06641913790593096,1.1116818477306638,0.03860939397620521,0.037497712128474546
0.04,0.3117517603908777,0.2123525689130435,-0.017920243917896372,-0.14458253842405935,0.21266432067343438,-0.017775661379472313,0.72,0.2104440491078464,0.07286768006434216,0.026918507657437234,0.010288926175844459,0.004017144664820292,0.17211041584408684,0.14613839151178987,0.14631050192763395,-1.152236146662643,-0.18352554145469596,-0.1823733053080333,0.28,-0.0405855824447296,0.007755595487103969,-0.0016425791851897506,0.00036790057930573164,-8.535410022754479e-05,0.13964134454679084,0.06621417740125365,0.06635381874580044,1.1343159027447465,0.03894300303063665,0.037808687127891906
0.05,0.31707710371705616,0.2117434110694441,-0.012672778569478571,-0.1453887718103683,0.21206048817316117,-0.012527389797668202,0.72,0.21227905422000168,0.07412482587164569,0.027611618494830483,0.010641387845461599,0.004189068993610766,0.17512655471737365,0.14559793402554239,0.14577306058025977,-1.16472992749295,-0.1846674357305215,-0.18350270580302855,0.28,-0.04096669984039605,0.007899745609207587,-0.0016880357067716367,0.0003813993940945141,-8.925151644722939e-05,0.14195054899968254,0.06614547704390178,0.06628742759290146,1.1520571489234714,0.039278663920153216,0.03812660677122975
0.06,0.32250969635897375,0.21112680547333085,-0.009495044288693577,-0.14618852704915702,0.21144931516968982,-0.00934885576164442,0.72,0.2141253176020167,0.07540002032860627,0.028320423826895213,0.011004773277703855,0.00436776788739586,0.17818904674362315,0.14505118315512272,0.14522937220186635,-1.1769523891743516,-0.18580489378140003,-0.1846279413922257,0.28,-0.04135107795347259,0.008046446856763232,-0.0017347110194393099,0.0003953829864234468,-9.332434420582248e-05,0.14432064961535052,0.0660756223182082,0.06621994296782355,1.167457344885658,0.03961636673224303,0.03844890938735737
0.07,0.32804625826913986,0.210502737790431,-0.007428788385138274,-0.14698150104275123,0.21083078404870012,-0.0072818068840955225,0.72,0.21598279060309994,0.07669340117996748,0.02904518891606774,0.011379363012420643,0.00455347384923022,0.18129825900627977,0.14449814016312135,0.14467943842212763,-1.1890831681925156,-0.18693760169414952,-0.185748518525957,0.28,-0.04173873594562057,0.008195738589928411,-0.001782635101478579,0.00040986768915350527,-9.758008635067173e-05,0.14674799926286006,0.0660045976273096,0.06615134562657246,1.1816543798073773,0.0399561006513983,0.03877444627159092
0.08,0.33368490322686395,0.20987119614049327,-0.006007141362033064,-0.14776738755464802,0.21020488104372012,-0.005859373974478416,0.72,0.21785142138211724,0.07800510317621755,0.029786179849826736,0.011765441981398698,0.004746425410804188,0.18445459151474847,0.14393880890724084,0.1441232634987556,-1.2012102945186132,-0.18806524154018686,-0.18686403124566825,0.28,-0.042129692850523724,0.008347660732383407,-0.001831838679395575,0.00042487039783024405,-0.00010202657320421043,0.14923031171211545,0.06593238723325245,0.06608161754496457,1.19520315315658,0.04029785398553889,0.039102650832382305
0.09,0.33942460105101857,0.20923217117413073,-0.004984276759323281,-0.14854587732395794,0.20957159577518175,-0.004835730881999322,0.72,0.2197311548685677,0.07933525792391859,0.03054366337893666,0.012163299438778119,0.004946867179913553,0.18765846386907412,0.14337319589773512,0.14356085436160418,-1.2133806214116867,-0.18918749149826677,-0.1879741108768551,0.28,-0.042523967565108185,0.00850225373287582,-0.0018823532109621584,0.00044040857138429875,-0.00010667196863488439,0.15176613718194445,0.06585897527639567,0.06601074141357761,1.2083963446523633,0.040641614174308796,0.03943321782965643
0.1,0.3452648795955631,0.20858565614313473,-0.004221633373178435,-0.1493166581967973,0.2089309210227303,-0.004072316714981638,0.72,0.22162193272485822,0.08068399373490028,0.03131790674986904,0.012573228883653002,0.005155049881984159,0.19091030778433798,0.142801310353463,0.14299222066124734,-1.2256210370048153,-0.19030402598433846,-0.18907840494733363,0.28,-0.042921578840746516,0.008659558539632203,-0.0019342108780494374,0.0004565002379985141,-0.00011152477853949807,0.15435457181122508,0.06578434578967178,0.065938700361483,1.221399403631637,0.040987367787541154,0.039765968383909514
0.11,0.35120564771404683,0.20793164696641583,-0.003636368468232287,-0.1500794152707519,0.20828285261412988,-0.0034862890529615354,0.72,0.22352369330994867,0.08205143547431658,0.032109177531242275,0.012995527974489135,0.005371230395163845,0.19421056257640057,0.14222316425646395,0.14241737481904035,-1.2379480689848976,-0.19141451578875293,-0.19017656771976804,0.28,-0.04332254527438879,0.008819616582096124,-0.0019874445850742686,0.00047316400404418316,-0.00011659386086430362,0.15699508513764635,0.06570848270995183,0.06586547779508947,1.2343117005166653,0.04133510051800108,0.04010078881748441
0.12,0.3572470843105209,0.20727014229266447,-0.0031764094969096157,-0.15083383105036305,0.20762738937697497,-0.0030255756658592527,0.72,0.22543637164444474,0.08343770440763694,0.0329177434342101,0.013430498435061918,0.005595671778531333,0.19755967226829535,0.141638772404947,0.14183633207721527,-1.2503725310243958,-0.19251862822096918,-0.1912682556899448,0.28,-0.04372688529958501,0.008982469757031866,-0.0020420879608364214,0.000490419064976296,-0.00012188843670880822,0.1596874120422255,0.06563136988771746,0.06579105729975969,1.247196121527486,0.041684797170606136,0.04043760104907865
0.13,0.3633895657318299,0.20660114356030113,-0.0028076233048209276,-0.15157958561247198,0.20696453312603297,-0.0026560437192084557,0.72,0.22735989937721157,0.08484291804668209,0.033743872126781475,0.013878445951657091,0.005828643292987981,0.20095808363875742,0.1410481524645732,0.14124911054821196,-1.26290191144857,-0.1936160272618492,-0.19235312535040064,0.28,-0.044134617177376816,0.009148160417303153,-0.0020981753624805593,0.0005082852175590318,-0.00012741810225852006,0.1624314820930727,0.06555299109572794,0.06571542257782102,1.2600942881437491,0.04203644164937722,0.04077634736123347
0.14,0.3696336165056714,0.20592465505500215,-0.0025068391673503387,-0.15231635678073094,0.20629428867150781,-0.002354522810569608,0.72,0.22929420475358794,0.08626718999484118,0.03458783104208941,0.014339680061302708,0.006070420414405583,0.20440624484584913,0.14045132501790503,0.14065573126275088,-1.27554167162388,-0.19470637372360294,-0.19343083205197906,0.28,-0.04454575898704268,0.0093167313623086,-0.0021557418808213894,0.0005267828730453515,-0.00013319284139862124,0.16522737165982224,0.06547333003709711,0.06563855740875693,1.2730348324565297,0.04239001694287209,0.04111698211041556
0.15,0.3759798748772591,0.20524068396493692,-0.002257859500416348,-0.1530438203088447,0.20561666383981417,-0.0021048156801075036,0.72,0.23123921258527513,0.08771062979162209,0.035449887180649536,0.014814514030820703,0.006321284838607153,0.20790460441634231,0.13984831361189415,0.14005621821631048,-1.288295988070344,-0.19578932541741953,-0.1945010294293492,0.28,-0.04496032861668666,0.009488225829432689,-0.002214823346551608,0.000545933071074837,-0.00013922303891908806,0.1680752704609168,0.06539237035304277,0.06556044562350369,1.2860381285699276,0.042745505108574854,0.041459466980004925
0.16,0.38242906805282983,0.204549240433754,-0.0020490755579598563,-0.1537616500722445,0.20493166950180683,-0.001895313907887612,0.72,0.2331948442219792,0.08917334275670029,0.03633030690667347,0.015303264726503061,0.006581524477759949,0.21145361047612066,0.13923914480327557,0.13945059841375168,-1.3011681958298211,-0.19686453732879614,-0.19556336913296632,0.28,-0.045378343753663085,0.009662687486092184,-0.002275456337016591,0.000565757494135432,-0.0001455194942556622,0.17097545757670932,0.0653100956304784,0.0654810710880551,1.2991191202718613,0.04310288725655168,0.04180376813627982
0.17,0.3889819940002151,0.20385033761130225,-0.0018719866786948147,-0.15446951826797467,0.20423931960530248,-0.00171751716042684,0.72,0.23516101752488192,0.09065542983364266,0.03722935573851847,0.015806252474233767,0.0068514334477621,0.21505371014445693,0.13862384820173707,0.13883890191188153,-1.3141610637017263,-0.19793166180055988,-0.19661750073685816,0.28,-0.045799821874832065,0.009840160422093229,-0.002337678183339561,0.000586278482483884,-0.0001520934357314125,0.1739282838557581,0.06522648940956521,0.06540041769342098,1.3122890770230313,0.043462143532585276,0.04214985445556225
0.18,0.39563950779347595,0.20314399170203165,-0.0017202499463913612,-0.15516709562262077,0.20353963120982513,-0.0015650828507687404,0.72,0.23713764684201946,0.09215698743349138,0.03814729813337469,0.01632380090989392,0.0071313120462068585,0.21870534904290567,0.1380024565107278,0.1382211618597707,-1.3272769708140624,-0.19899034872355906,-0.197663071752745,0.28,-0.04622478023664214,0.010020689142099653,-0.0024015269777435274,0.000607519049450245,-0.00015895653527618967,0.17693415875057023,0.06514153519130376,0.06531846935005434,1.325556720867671,0.04382325310093826,0.04249769638007059
0.19,0.40240251117796266,0.20243022201100008,-0.0015890528565820627,-0.15585405160812446,0.20283262452217804,-0.0014331988049739383,0.72,0.23912464298564343,0.09367810727840058,0.03908439726630759,0.016856236819903184,0.007421466720512187,0.22240897088649025,0.1373750055657755,0.137597414536662,-1.340518023132382,-0.20004024573498147,-0.1986997277118491,0.28,-0.04665323586503742,0.01020431855806868,-0.002467041580956701,0.000629502897071234,-0.00016612092360919944,0.1799935402914723,0.06505521644522466,0.06523520998551613,1.3389289702758,0.044186194126857016,0.042847265156581216
0.2,0.40927194446334636,0.20170905098739833,-0.0014746890352491104,-0.156530054665339,0.2021183229318617,-0.0013181589805837713,0.72,0.2411219132116392,0.09521887624552804,0.04004091480379149,0.017403889971768508,0.007722210025808024,0.22616501713546178,0.13674153437017816,0.13696769938731362,-1.3538861322290234,-0.20108099842423988,-0.19972711229201084,0.28,-0.04708520554518756,0.010391093981547363,-0.0025342616296147053,0.0006522544320098863,-0.0001735992058749823,0.18310692732788478,0.06496751661722013,0.06515062354454801,1.3524114431937744,0.04455094375890088,0.04319853231570711
0.21,0.4162487801294051,0.20098050426548672,-0.0013742651514463966,-0.15719477243518276,0.20139675304561613,-0.001217070379011214,0.72,0.24312936120107825,0.09677937621138871,0.04101711067188618,0.017967092934528164,0.008033860572179849,0.22997392669273165,0.1361020851279377,0.13633205905463044,-1.3673830696791176,-0.20211225054634738,-0.20074486747666825,0.28,-0.047520705811039426,0.010581061115748443,-0.002603227543590894,0.0006757987817271756,-0.00018140447772632706,0.1862748534366734,0.06487841913754902,0.06506469399098569,1.366008804527671,0.04491747811116457,0.0435514693066369
0.22,0.4233340177119554,0.20024461070284677,-0.001285494633206541,-0.1578478719972374,0.20066794472055874,-0.0011276467612093034,0.72,0.24514688704397836,0.0983596838968855,0.04201324281922773,0.018546180888999172,0.008356742960874604,0.2338361356365769,0.13545670327380704,0.13569053940944362,-1.381010505338029,-0.20313364424268743,-0.2017526337373494,0.28,-0.047959752934690104,0.010774266047342062,-0.0026739805331983425,0.0007001618108767435,-0.00018955034184968604,0.18949788207537854,0.06478790742903971,0.0649774053111151,1.3797250107048225,0.04528577224545007,0.04390604723474525
0.23,0.4305286796593126,0.1995014024158294,-0.0012065500254415662,-0.15848902011562566,0.1999319310954887,-0.0010480610053259405,0.72,0.2471743872253428,0.09995987071323824,0.04302956697501944,0.019141491427754627,0.008691187709084268,0.2377520769812561,0.1348054375003196,0.13504318957730085,-1.394770034735258,-0.20414482026906114,-0.20275005023432588,0.28,-0.04840236291558094,0.010970755237912385,-0.002746562606215603,0.0007253701378974088,-0.0001980509249298936,0.19277660267805644,0.06469596491550979,0.06488874151818784,1.3935634847098164,0.04565580015343551,0.044262236668725696
0.24,0.43783380793407156,0.19875091481209478,-0.001135955701330793,-0.15911788349199776,0.19918874862002886,-0.0009768378178387953,0.72,0.24921175461355144,0.10158000260903671,0.04406633640222922,0.019753364344779856,0.009037531162933394,0.24172218046025193,0.13414833978167662,0.13439006196213688,-1.4086631989822507,-0.20514541823088178,-0.20373675503189953,0.28,-0.048848551469513446,0.011170575515037303,-0.0028210165746942466,0.0007514511517803926,-0.0002069208950516577,0.19611162747381958,0.06460257503041815,0.06479868665789197,1.4075272432809198,0.04602753473888402,0.044620007495603096
0.25,0.4452504611940471,0.1979931866201301,-0.001072508806258754,-0.15973412902543055,0.19843843708132414,-0.0009127746772333234,0.72,0.2512588784511731,0.1032201399186508,0.04512380164621525,0.020382141414777212,0.009396115398309035,0.24574687232831152,0.133485465394369,0.13373121226669732,-1.4226914994446767,-0.20613507682536128,-0.2047123853259166,0.28,-0.04929833401748741,0.011373774062956126,-0.002897386061510398,0.0007784330289895403,-0.00021617547953556223,0.19950358886573552,0.06450772122576108,0.06470722481462682,1.421618990638418,0.04640094779993076,0.04497932880929234
0.26,0.4527797124281265,0.19722825991563353,-0.0010152202553100342,-0.16033742407903467,0.19768103962806166,-0.0008548828312309996,0.72,0.2533156443482682,0.1048803372122347,0.04620221027901966,0.021028166162112946,0.009767288109186393,0.24982657517950088,0.13281687293441097,0.13306669950959046,-1.4368564086980031,-0.20711343409051902,-0.20567657768182102,0.28,-0.049751725674362694,0.011580398412795217,-0.0029757155066253782,0.0008063447505135349,-0.00022583048320628122,0.20295313724862563,0.06441138698122256,0.06461434011847118,1.4358411884426932,0.04677601001148435,0.045340168823041656
0.27,0.4604226469530237,0.19645618014465926,-0.0009632701717093295,-0.1609274367530414,0.1969166027916123,-0.000802342734956288,0.72,0.2553819342782462,0.10656064314756648,0.04730180663958943,0.021691783619423505,0.01015140248311934,0.2539617077792224,0.1321426243310727,0.13239658603885193,-1.4511593788073944,-0.20808012766081851,-0.20662896828201113,0.28,-0.050208741237346255,0.011790496432325267,-0.003056050173022608,0.0008352161190293339,-0.00023590230709044757,0.20646093917380143,0.06431355581358653,0.06452001675276033,1.450196108635685,0.04715269090777713,0.045702494799141444
