Time,GradE,LanE,LapC,dLan,TE,Chi,Phi_0P,Phi_1P,Phi_2P,Phi_3P,Phi_4P,Phi_5P,GradE_P,LanE_P,TE_P,LapC_P,dLan_P,Chi_P,Phi_0M,Phi_1M,Phi_2M,Phi_3M,Phi_4M,Phi_5M,GradE_M,LanE_M,TE_M,LapC_M,dLan_M,Chi_M
0.0,0.11065202050787003,0.2387369917457509,-0.04715435154911765,-0.03654995331573856,0.23884764376625875,-0.047117801595801916,0.59,0.0869455110011689,0.01575768168346331,0.0030810271358104784,0.0006272833070116228,0.00013099550227319126,0.05776135695222062,0.13977797998502103,0.13983574134197324,-0.6152389559006913,-0.08386448386057166,-0.08324924490467096,0.41000000000000003,-0.04848007477350252,0.007181348922239945,-0.001165544204304117,0.00019874488740365714,-3.496233613919817e-05,0.052890663555649406,0.09895901176072991,0.09901190242428556,0.5680846043515737,0.047314530544833124,0.04674644594048155
0.01,0.11270185848355042,0.2385230834377561,-0.020387107765926532,-0.03686309542012169,0.23863578529623966,-0.02035024467050641,0.59,0.08778500017679369,0.016062111796676062,0.0031704871388883956,0.0006516342567045189,0.000137372189714751,0.05886172588940153,0.13963185266583786,0.13969071439172726,-0.64671698782211,-0.08461451303146612,-0.08396779604364402,0.41000000000000003,-0.04895093299682224,0.007320778368200644,-0.0011995153548104568,0.000206479824079699,-3.666643711069111e-05,0.053840132594148854,0.09889123077191819,0.09894507090451234,0.6263298800561834,0.0477514176113444,0.04712508773128822
0.02,0.11481293999064905,0.23830535277408335,-0.010497652227943077,-0.03717783853257802,0.238420165714074,-0.0104604743894105,0.59,0.0886319729381202,0.016372167512810315,0.0032624635752342823,0.0006769072287258067,0.00014405294282112183,0.059986865804183734,0.13948314305077605,0.13954312991658024,-0.6625545604587536,-0.08536950935706014,-0.08470695479660138,0.41000000000000003,-0.04942612737470939,0.00746283614176921,-0.0012344565216081094,0.00021451117677223419,-3.845259903073358e-05,0.05482607418646532,0.09882220972330719,0.09887703579749366,0.6520569082308105,0.048191670824482134,0.047539613916251326
0.03,0.11697398274893582,0.23808374089213064,-0.006195611544776131,-0.037494158044259665,0.23820071487487957,-0.006158117386731871,0.59,0.08948647811690146,0.016687942812324025,0.0033570232185837776,0.0007031357347216121,0.00015105180998495918,0.06113487064698947,0.1393318125275182,0.13939294739816518,-0.6732596734870213,-0.08612945489327635,-0.08545619521978932,0.41000000000000003,-0.04990569097492424,0.00760756821976333,-0.0012703940999713478,0.0002228498979806381,-4.032465750951741e-05,0.05583911210194631,0.0987519283646124,0.09880776747671434,0.6670640619422452,0.048635296849016685,0.04796823278707444
0.04,0.11918173549569362,0.23785818827861216,-0.004056552373731648,-0.03781202824784467,0.23797737001410785,-0.004018740345483803,0.59,0.09034856434079098,0.017009532908543613,0.0034542344547284724,0.0007303544391133635,0.000158383464390591,0.0623053519668019,0.13917782215550636,0.13924012750747317,-0.6820194807261687,-0.08689432988165431,-0.08621231040092814,0.41000000000000003,-0.05038965691820064,0.0077550214392332695,-0.0013073552605734368,0.0002315073708934445,-4.228663663595716e-05,0.05687638352889173,0.09868036612310582,0.09873724250663471,0.677962928352437,0.049082301633809645,0.04840433870545721
0.05,0.12143498404013534,0.23762863482813082,-0.0028706767724056836,-0.0381314222763285,0.23775006981217095,-0.0028325453501293553,0.59,0.09121828001479618,0.01733703422650469,0.003554167295457569,0.0007585991867037736,0.00016606322685260524,0.06349830858302911,0.13902113268342345,0.13908463099200646,-0.6899601940191045,-0.08766411271541907,-0.08697415252139996,0.41000000000000003,-0.05087805837129638,0.007905243411036992,-0.0013453679099657686,0.0002404954009068711,-4.43427495809921e-05,0.057936675457106214,0.0986075021447074,0.0986654388201645,0.6870895172466988,0.04953269043909061,0.04884560092184391
0.06,0.12373332404088884,0.23739501987013029,-0.0021524115682781675,-0.03845231206458423,0.23751875319417118,-0.0021139592562135832,0.59,0.09209567330230263,0.017670544395049316,0.0036568934021917643,0.0007879070354814586,0.0001741070912595156,0.06471389509907899,0.1388617045613455,0.13892641845644457,-0.6975341565871215,-0.08843877989657702,-0.0877412457399899,0.41000000000000003,-0.05137092853999897,0.008058282493266847,-0.0013844606869535953,0.0002498262216758099,-4.6497404195089906e-05,0.059019428941809796,0.09853331530878481,0.09859233473772662,0.6953817450188433,0.04998646783199278,0.04929108608697394
0.07,0.12607675779112942,0.2371572821873002,-0.0016852961159587176,-0.03877466831747243,0.23728335894509134,-0.0016465214476412452,0.59,0.09298079210563996,0.018010162242189688,0.003762486112392664,0.0008183162914463872,0.00018253175142280483,0.06595234582650429,0.1386994979517666,0.1387654502975931,-0.7049433537022207,-0.08921830599002739,-0.08851336263632517,0.41000000000000003,-0.05186830066199095,0.008214187781692207,-0.001424662969297074,0.00025951250552179786,-4.875521023003566e-05,0.06012441196462516,0.0984577842355337,0.09851790864749832,0.703258057586262,0.05044363767255495,0.04974037961496869
0.08,0.12846552112982582,0.23691536003103741,-0.0013638576900198152,-0.03909846048064316,0.23704382555216724,-0.001324759229539172,0.59,0.09387368404617172,0.018355987791300012,0.003871020467068,0.0008498665447004394,0.00019135462906603898,0.06721394212200835,0.13853447274052497,0.13860168668264697,-0.7122865378034144,-0.09000266357614699,-0.08929037703834357,0.41000000000000003,-0.05237020799953248,0.008373009106865061,-0.0014660048846067758,0.00026956737578242635,-5.11209873971946e-05,0.06125157900781749,0.09838088729051249,0.0984421388695203,0.7109226801133947,0.05090420309550384,0.05019328041539045
0.09,0.13089999663401186,0.23666919113591098,-0.0011325546881851556,-0.039423656712642044,0.236800091132545,-0.0010931310314725136,0.59,0.09477439644390157,0.018708122257276492,0.0039825732387789884,0.0008825987065464324,0.00020059390288056425,0.06849899600410873,0.13836658854799821,0.13843508754400233,-0.7196160297576607,-0.09079182320239197,-0.09007220717263431,0.41000000000000003,-0.05287668383193835,0.008534797034317513,-0.0015085173233378563,0.0002800044202885687,-5.359977400493774e-05,0.06240100062990313,0.0983026025879128,0.09836500358854271,0.7184834750694755,0.05136816648974993,0.05064968301468045
0.1,0.1333806655776448,0.23641871273397816,-0.0009600775555004271,-0.0397502238577233,0.2365520933995558,-0.0009203273316427037,0.59,0.09568297629658716,0.019066668042279668,0.004097222959879703,0.0009165550474862531,0.00021026853863076767,0.06980784108487162,0.13819580474073156,0.13826561258181644,-0.7269616233573337,-0.09158575333417544,-0.09085879171081811,0.41000000000000003,-0.053387761447835046,0.0086996028663212,-0.0015522319529922308,0.00029083770563098263,-5.6196836074434066e-05,0.06357282449277316,0.09822290799324658,0.09828648081773936,0.7260015458018333,0.05183552947645212,0.05110952793065029
0.11,0.13590807943519218,0.236163861569374,-0.000827704971326948,-0.040078127419087554,0.2362997696488092,-0.0007876268439078604,0.59,0.09659947025835738,0.01943172873085404,0.004215049950839899,0.0009517792360632644,0.0002203983203128996,0.0711408271894428,0.13802208044358863,0.13809322127077808,-0.7343414146458958,-0.09238442030516292,-0.09165007889051702,0.41000000000000003,-0.05390347413718772,0.008867478644456289,-0.0015971812330941822,0.0003020817920565363,-5.891767689167902e-05,0.06476725224574943,0.09814178112578549,0.09820654837803124,0.7335137096745687,0.05230629288607537,0.0515727791764008
0.12,0.13848284205553094,0.23590457391341524,-0.0007236679406332769,-0.040407331532408615,0.23604305675547077,-0.0006832606091008683,0.59,0.09752392461782546,0.01980340908429999,0.004336136348555507,0.000988316378517369,0.00023100388238050885,0.07249831698846862,0.1378453745524792,0.13791787286946766,-0.7417670430109305,-0.09318778826707655,-0.09244602122406562,0.41000000000000003,-0.0544238551830897,0.009038477152583326,-0.0016433984307060291,0.00031375174891274196,-6.176804697941296e-05,0.0659845250670623,0.09805919936093602,0.09812518388600308,0.7410433750702974,0.05278045673466796,0.052039413359597664
0.13,0.1411055980217959,0.23564078558036025,-0.0006402510907350389,-0.040737798939587955,0.23578189117838205,-0.000599513291795451,0.59,0.09845638527569697,0.020181815034212174,0.004460566134575907,0.0010262130592315728,0.00024210674305374791,0.07388068379693495,0.13766564574770165,0.1377395264314986,-0.7492463865659447,-0.09399581913907601,-0.09324657275251007,0.41000000000000003,-0.054948937853307275,0.009212651919980662,-0.0016909176363487008,0.00032586317059741724,-6.475395448522315e-05,0.06722491422486092,0.09797513983265851,0.09804236474688338,0.7486061354752096,0.053258020199488054,0.05250941406401285
